user_id,txn_id,transaction_hour,imei_match,location_anomaly,txn_amount,amount_deviation,recipient_novelty,velocity_score,time_since_last_txn,daily_limit_proximity,cumulative_session_amt,alert_number_match,account_check_flag,bvn_check_flag,dob_extracted_flag,pin_reset_flag,time_since_pin_reset,session_anomaly,intermediate_account,layered_transfer,is_fraud,recipient_Known,recipient_Merchant,recipient_POS_Unknown,txn_type_Airtime,txn_type_BillPayment,txn_type_Transfer
0,22,7,1,0,61303.86,2.8235271523704757,0,1.1438,4.085365750848354,0.3831,75900.64,1,0,0,0,0,999999.0,0,1,0,0,0,1,0,0,0,1
0,23,8,1,1,36830.8,1.2971651410781935,0,1.7275,75.66338319766744,0.1664,48286.78,1,0,0,0,1,2.08,0,0,0,0,0,0,1,0,0,1
0,24,11,0,0,31191.69,0.9454590903637167,0,1.5438,84.1858548563152,0.0883,46368.17,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
0,25,9,1,0,75340.26,3.698964377437671,1,0.5344,77.78292030054777,0.2218,82291.19,1,0,0,1,0,999999.0,0,1,0,0,0,0,1,0,0,1
0,26,13,0,1,17591.64,0.0972366093304661,1,1.1385,1.1715336748357892,0.1074,22300.36,1,0,0,1,0,999999.0,0,0,1,0,0,1,0,0,0,1
0,27,11,1,0,44580.04,1.780478039113282,0,1.0826,0.2933866979787671,0.1308,48161.63,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
0,28,12,1,0,6597.14,-0.588480139337375,0,0.3206,21.277290654049157,0.0171,8942.27,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
0,29,10,1,0,10202.82,-0.3635972282148446,0,0.7248,46.328161723714885,0.0552,11982.54,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
0,30,12,1,0,28095.02,0.7523226599578553,0,1.9224,57.300827524735325,0.099,34443.77,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,0,1,0
0,31,9,1,0,36092.05,1.251089990041005,1,1.2174,95.78310589684126,0.1544,48850.24,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,1,0,0
0,32,7,1,1,135483.45,5.0,0,1.7277,0.5784182119232102,0.5704,197023.46,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
0,33,13,1,1,60918.65,2.799501962616113,0,1.2323,89.00344021323697,0.3064,64367.8,1,0,0,0,0,999999.0,1,0,0,0,1,0,0,1,0,0
0,34,12,1,0,54229.67,2.3823164955640217,0,0.7637,5.087587002883205,0.1972,60960.29,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
0,35,10,0,0,58942.44,2.67624758125408,1,1.2226,1.806303149937356,0.3337,60019.6,1,0,0,0,0,999999.0,0,0,1,0,0,1,0,0,0,1
0,36,9,1,0,166329.14,5.0,1,1.1268,1.3519554896292876,0.7824,185546.38,1,0,0,0,0,999999.0,0,0,1,0,1,0,0,1,0,0
0,37,11,1,0,23876.22,0.48920002415996655,0,1.746,13.541027628294598,0.1262,31551.54,1,0,0,0,0,999999.0,0,0,1,0,1,0,0,1,0,0
0,38,7,1,0,24031.34,0.4988747144190374,0,0.88,0.9079056584915435,0.131,30539.44,1,0,0,0,0,999999.0,1,0,0,0,0,1,0,1,0,0
0,39,13,1,0,42505.69,1.6511027571451036,0,0.4581,0.6063469474046762,0.2977,55960.83,1,0,0,0,0,999999.0,0,0,1,0,1,0,0,0,0,1
0,40,8,1,0,28719.62,0.791278381565744,1,1.1175,1.8799765047170403,0.0785,29167.4,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
0,41,9,1,0,54772.93,2.4161991169548345,0,0.4963,77.89844367077555,0.3076,76408.61,1,0,0,0,0,999999.0,1,1,0,0,1,0,0,0,0,1
0,42,7,1,0,36221.2,1.259144955531973,0,1.4812,5.190921987065091,0.2366,41606.37,1,0,0,0,0,999999.0,1,0,0,0,1,0,0,0,0,1
0,43,8,1,0,51661.79,2.2221602060948165,0,0.3261,71.35844208921336,0.2467,62686.86,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
0,44,8,1,0,180514.83,5.0,0,7.4988,1.5014063730188938,0.9287,212522.11,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
0,45,10,1,0,39097.27,1.4385227689242253,1,1.785,39.74854222399582,0.1066,43604.58,1,0,0,0,0,999999.0,0,0,0,0,0,0,1,1,0,0
0,46,12,1,1,13961.28,-0.1291855704588634,0,0.5505,52.475595751980876,0.0893,18010.65,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
0,47,9,1,0,32247.5,1.0113089789817524,0,7.4088,50.51142792169996,0.0863,41459.3,1,1,0,0,1,2.9,0,1,0,0,0,0,1,0,0,1
0,48,9,1,1,47919.12,1.988733355966419,0,1.7131,23.49076518334281,0.1786,47945.96,1,1,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
0,49,11,1,0,3595.57,-0.7756852711122564,0,1.2846,1.8807341257492571,0.0266,4136.64,1,1,0,0,0,999999.0,0,0,0,0,0,0,1,0,0,1
0,50,12,1,0,32058.46,0.9995187298418944,0,0.3599,0.9902248918603102,0.2168,45750.78,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
0,51,11,1,0,16656.65,0.03892215184381882,1,1.393,4.926603791144068,0.0962,19725.86,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
0,52,9,1,0,14509.44,-0.0949973406212388,0,1.5569,0.4809969807306398,0.0922,18731.48,1,0,1,0,0,999999.0,0,1,0,0,1,0,0,0,0,1
0,53,9,1,0,12319.54,-0.23157936871780574,0,1.393,34.52555735861492,0.0552,18117.35,1,0,0,0,0,999999.0,1,1,0,0,1,0,0,0,0,1
0,54,0,1,0,102594.04,5.0,0,4.3143,83.87109763213205,0.4601,143720.3,1,1,0,0,0,999999.0,0,1,0,0,1,0,0,0,0,1
0,55,9,1,1,43466.21,1.711009497008711,1,1.2514,0.9239451345171388,0.279,43919.59,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,1,0
0,56,11,0,1,62594.66,2.904033148930615,0,0.5728,43.229849403821504,0.3694,77826.1,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
0,57,8,1,0,43112.2,1.6889302222626195,0,0.7166,40.071955113550224,0.1852,55602.13,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,58,16,1,0,46866.83,2.885080479883142,0,0.6106,81.35202220310453,0.1344,60583.68,1,0,0,0,0,999999.0,1,1,1,0,0,1,0,1,0,0
1,59,16,0,0,3979.6,-0.6700305655665552,1,0.4252,1.9488857213336583,0.0145,5017.74,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,60,18,1,0,3786.43,-0.6860432761251415,1,1.379,1.7509194705095645,0.0133,5548.92,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,61,13,1,1,45540.03,2.7750961946984223,0,1.3172,86.72931106131377,0.2453,52762.58,1,0,0,0,0,999999.0,0,1,0,0,0,1,0,0,1,0
1,62,13,1,0,27370.61,1.2689530902961417,0,5.2983,50.7936878028045,0.1186,27721.53,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,63,16,1,0,26551.71,1.2010708690587533,0,1.0052,17.63517112785536,0.1187,33496.11,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,64,17,1,0,27126.4,1.2487094497437146,1,1.2243,1.6313858445728004,0.1649,35713.96,1,1,0,0,0,999999.0,1,0,0,0,0,0,1,0,0,1
1,65,19,1,0,26026.93,1.157569547699666,0,1.525,0.9054951445352737,0.1492,37339.01,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
1,66,17,1,0,53545.79,3.43872883787028,0,1.219,70.08784881010166,0.2802,60885.86,1,1,0,0,0,999999.0,0,0,0,0,0,0,1,0,0,1
1,67,4,0,0,11207.26,-0.0708980522576994,1,0.5952,54.43164123278234,0.0479,13814.1,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
1,68,3,1,0,194249.86,5.0,0,1.4612,0.5629477605213465,0.6512,219215.56,1,0,0,0,0,999999.0,1,0,1,0,0,1,0,1,0,0
1,69,13,1,0,25644.8,1.1258931119914681,0,0.3271,38.758019727468394,0.0792,30737.59,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
1,70,17,1,1,42656.8,2.5360925840765214,0,1.545,1.2518805817268572,0.2751,53375.73,1,0,0,0,0,999999.0,0,1,0,0,0,0,1,0,0,1
1,71,13,0,0,7993.79,-0.3372767083569914,1,1.0534,1.1724380722898768,0.0293,9930.69,1,0,0,0,0,999999.0,1,1,0,0,1,0,0,0,0,1
1,72,19,1,1,47502.05,2.937736658384075,0,0.4568,1.7845480089568868,0.1476,56236.71,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,73,18,1,0,20155.29,0.670843493839245,0,0.6312,62.73247160547576,0.0639,22836.14,1,0,0,0,0,999999.0,0,1,1,0,1,0,0,0,0,1
1,74,18,1,0,17294.89,0.4337323622878644,0,1.0041,61.89693881997836,0.0757,25035.37,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
1,75,19,1,1,23067.86,0.9122792260524335,1,0.3969,35.3550878641477,0.1717,29407.09,1,0,0,0,1,2.79,0,0,0,0,0,0,1,0,1,0
1,76,14,1,0,62325.75,4.166538322759057,1,0.708,56.74772987148117,0.3955,87622.83,1,0,0,0,0,999999.0,1,0,0,0,1,0,0,0,1,0
1,77,15,1,0,66621.19,4.522606228964855,1,0.3794,22.779956916650473,0.2918,91543.91,1,0,0,0,1,4.97,0,0,0,0,1,0,0,0,0,1
1,78,19,0,1,10545.43,-0.1257600506476624,1,1.8381,66.75521839270853,0.0758,13900.41,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,79,19,1,1,27991.86,1.3204512340789325,0,1.4397,1.6959315625361469,0.1933,38482.45,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,80,16,1,0,9237.19,-0.23420581583462158,0,1.661,47.21145164929563,0.0691,9536.72,1,0,0,0,0,999999.0,1,0,0,0,0,1,0,0,0,1
1,81,19,0,0,4832.92,-0.5992951192040101,0,1.2063,0.5481294383730054,0.0266,6769.39,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,82,13,1,0,31866.19,1.6416114810036493,0,1.2667,30.08020391734467,0.2048,35997.59,1,0,0,0,0,999999.0,0,1,1,0,0,1,0,0,0,1
1,83,15,1,0,23577.26,0.9545056315944112,1,0.9371,0.12546499022111465,0.1694,24005.04,1,0,0,1,0,999999.0,0,1,0,0,0,0,1,0,0,1
1,84,19,1,1,13851.12,0.14826312669050123,0,1.4687,54.655809245413145,0.0658,14213.04,1,0,1,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,85,18,1,0,47392.87,2.9286862481817333,0,1.2962,1.7342654173639265,0.1654,64166.04,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,86,18,1,1,41233.28,2.41809075286899,0,0.4547,53.21568935394447,0.24,56780.45,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,87,11,1,0,142.2,-0.9881,1,2.2557,88.9785,0.0007,142.2,1,1,0,0,0,999999.0,1,0,0,1,0,1,0,0,0,1
1,88,2,1,1,96.8,-0.9919,1,1.4075,0.445,0.0012,239.0,1,1,0,1,0,999999.0,0,0,0,1,0,1,0,1,0,0
1,89,1,0,1,18.16,-0.9984,1,4.6916,0.1855,0.0013,257.15,1,1,0,0,1,1.73,1,0,0,1,1,0,0,1,0,0
1,90,12,1,1,83096.67,5.0,1,2.6122,1.4957,0.4168,83353.82,1,0,0,0,0,3.96,1,0,1,1,0,0,1,0,1,0
1,91,22,0,0,90303.19,5.0,1,5.5512,1.236,0.8683,173657.01,1,0,0,0,0,7.9799999999999995,1,0,0,1,0,0,1,0,0,1
1,92,22,1,1,44863.85,2.719,1,5.0689,1.1123,1.0,218520.86,1,0,1,0,0,10.83,1,1,1,1,0,1,0,0,0,1
1,93,1,0,1,28071.87,1.3271,1,5.5633,0.0525,1.0,246592.74,1,0,0,0,0,16.759999999999998,0,0,1,1,1,0,0,0,0,1
1,94,14,1,1,23514.25,0.9492824556752907,0,1.1199,1.9293396784406494,0.1035,33265.55,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
1,95,19,0,0,12425.43,0.030081414642714962,0,0.3356,60.860560129754994,0.0474,17632.63,1,0,1,0,0,999999.0,1,0,0,0,1,0,0,0,0,1
1,96,16,1,0,48041.03,2.982415080172483,1,1.0786,58.58080251542237,0.1354,58691.25,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,97,15,1,0,38569.36,2.197266712328383,0,1.3327,24.4525260777812,0.1218,47256.44,1,0,0,0,0,999999.0,0,0,1,0,1,0,0,1,0,0
1,98,15,0,1,30409.24,1.5208384901234286,1,0.563,1.2724263806238225,0.1546,38124.25,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,99,17,1,0,4468.49,-0.6295043240953784,0,1.7475,5.812521329200054,0.0149,5042.01,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,100,13,0,1,19329.03,0.602351169844124,0,0.9105,13.332491141946884,0.1209,19971.18,1,0,0,0,0,999999.0,1,0,0,0,1,0,0,0,1,0
1,101,14,0,1,113305.14,5.0,0,1.0204,77.04775200872514,0.6103,161888.25,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
1,102,19,1,0,183447.8,5.0,0,5.4802,1.6042684925965582,0.4838,261150.74,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,103,16,1,0,28067.32,1.3267064452336197,0,0.498,36.81731670987881,0.2066,34719.37,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
1,104,14,1,0,47517.37,2.939006600537399,0,1.7995,27.403283060293624,0.2113,60767.8,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,105,14,0,0,8797.97,1.3632689012964339,0,1.0211,84.44651461570976,0.0394,9452.52,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,1,0,0
2,106,16,1,0,12958.84,2.4808150087768883,0,1.5473,12.270835769104412,0.0509,15804.28,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
2,107,15,1,0,4366.09,0.1729336486159908,0,7.8861,20.861195635953557,0.0157,4562.15,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,108,2,1,0,12542.95,2.3691133092188523,0,0.8443,1.6356468990175221,0.0786,18532.93,1,1,0,0,0,999999.0,0,0,1,0,1,0,0,0,0,1
2,109,14,0,0,125093.64,5.0,0,2.5505,58.72835102807759,0.3441,165612.56,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,110,13,1,0,13006.73,2.4936775310588244,0,2.8962,1.665178371192214,0.0686,15623.99,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
2,111,13,1,1,1407.14,-0.6217951111696527,1,2.5501,37.467897072540126,0.004,1469.96,1,1,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
2,112,14,1,0,13901.19,2.7339158204783374,1,2.456,83.38709553090139,0.0444,14672.55,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,113,15,1,1,1484.98,-0.6008884764979906,0,1.6718,39.14230531548131,0.0098,1632.9,1,0,0,0,0,999999.0,0,1,0,0,0,1,0,0,0,1
2,114,16,1,0,150030.0,5.0,1,2.777,39.37887248165139,0.783,184155.74,1,0,0,0,1,3.81,0,0,0,0,0,1,0,0,1,0
2,115,13,1,1,14549.61,2.9080715251777094,0,0.4636,4.217926676679738,0.0924,20247.23,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,0,1,0
2,116,17,1,0,5029.02,0.3509865176150266,0,1.1025,15.235477195911551,0.0188,6993.66,1,0,0,0,0,999999.0,0,0,1,0,1,0,0,0,0,1
2,117,15,1,0,8202.31,1.203283726469581,0,0.9079,73.5423007662443,0.0469,12094.6,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,118,18,0,1,12158.52,2.265861284979039,0,2.0651,68.90194374012859,0.0567,15620.9,1,0,1,0,0,999999.0,0,1,0,0,1,0,0,0,1,0
2,119,13,1,0,3235.22,-0.13080075466179047,0,0.4517,92.25577176450207,0.0083,4618.61,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,120,17,1,0,103554.4,5.0,0,1.1038,6.221662105587891,0.5873,122801.23,1,0,0,1,0,999999.0,0,1,0,0,1,0,0,0,1,0
2,121,17,1,0,58655.44,5.0,0,1.2456,0.38153806363689635,0.3291,71306.85,1,0,0,0,0,999999.0,1,0,0,0,1,0,0,0,1,0
2,122,15,1,0,5360.32,0.4399686356356025,0,0.8472,29.752729434026364,0.0249,6593.2,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,123,2,1,0,5443.1,0.46220207882830805,0,2.7441,0.5296381293743767,0.0314,6070.19,1,1,0,0,0,999999.0,1,0,0,0,1,0,0,0,1,0
2,124,3,1,0,3916.95,0.05230150708939382,0,2.6557,9.374846733809651,0.0264,5306.14,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,125,19,1,0,4547.13,0.22155822648029838,1,1.8694,13.761774171324213,0.0196,5330.61,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,1,0,0
2,126,0,1,0,5629.11,0.5121615227552845,0,3.3713,93.20416831424936,0.0382,6290.46,1,0,0,0,0,999999.0,0,0,1,0,0,1,0,0,0,1
2,127,15,1,1,8301.68,1.229972990181337,0,1.7114,31.40913712038222,0.0336,11832.72,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
2,128,15,1,0,151102.99,5.0,0,2.072,90.77816677326452,0.5951,201834.24,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,129,18,1,0,11851.63,2.18343531999463,1,3.407,58.91537090615404,0.0489,16237.69,1,1,0,0,0,999999.0,0,1,0,0,1,0,0,0,0,1
2,130,14,0,0,2780.42,-0.25295308570844904,0,0.9328,1.0989368171623561,0.0198,3022.43,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,131,13,1,0,14107.21,2.7892496446697015,0,3.0824,1.9563132134339927,0.0496,17165.53,1,0,1,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,132,2,1,0,171078.4,5.0,1,2.8836,9.251645842720695,0.8663,201432.91,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,0,0,1
2,133,18,1,0,10261.83,1.756439330773043,0,3.2895,27.27223035192619,0.0687,14855.77,1,0,0,0,0,999999.0,0,1,0,0,0,0,1,0,0,1
2,134,15,1,0,9658.94,1.5945122884143799,0,2.5455,40.50907901734331,0.0448,10915.74,1,0,0,0,1,1.85,0,1,0,0,0,0,1,0,0,1
2,135,17,1,1,77847.01,5.0,0,3.0784,32.713798950823836,0.5115,97528.06,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
2,136,13,1,0,13524.77,2.6328151598526044,0,2.9187,71.61885799607083,0.0574,17121.61,1,0,0,1,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,137,18,1,0,1926.27,-0.48236472503013667,1,4.663,41.08285973119226,0.0134,2447.23,1,0,0,0,0,999999.0,0,1,0,0,0,0,1,1,0,0
2,138,19,0,0,3625.2,-0.026058085221210104,0,2.0654,59.46564060836481,0.0195,4845.53,1,0,0,0,0,999999.0,1,0,0,0,0,1,0,0,1,0
2,139,17,1,0,10484.75,1.8163122367469242,0,0.4425,77.53253998948472,0.0641,11551.43,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,140,5,1,0,3314.82,-0.10942141088141652,0,2.9763,0.8020156746596225,0.0173,4855.03,0,0,0,1,0,999999.0,1,0,0,0,0,1,0,0,0,1
2,141,14,1,1,7590.2,1.0388803329845981,0,7.218,85.69849461861688,0.0483,11037.02,1,0,0,0,0,999999.0,1,0,0,0,0,1,0,0,0,1
2,142,15,1,0,11696.52,2.141775143942196,0,2.0502,43.722763711602305,0.0736,17302.06,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,143,18,1,1,4479.45,0.20338041257256334,0,2.3366,0.7998597062092675,0.0185,5060.83,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,144,4,1,1,12404.08,2.331814949033167,0,3.0072,77.32671123613801,0.0796,12439.55,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,1,0
2,145,19,1,0,111678.73,5.0,0,0.4802,83.25672520562622,0.4805,144118.63,1,1,0,0,0,999999.0,0,1,0,0,1,0,0,0,0,1
2,146,15,1,0,10750.18,1.8876026792045202,0,1.1044,65.68797170506636,0.059,15811.86,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,147,17,1,0,146638.51,5.0,0,0.6234,66.45585103576252,0.7733,193491.87,1,0,1,0,0,999999.0,1,0,1,0,1,0,0,0,0,1
2,148,17,1,0,8843.65,1.3755378513452716,1,3.1982,0.47364181141062156,0.0479,12392.78,1,1,0,0,0,999999.0,0,0,0,0,0,1,0,0,1,0
2,149,16,1,1,10521.25,1.8261155790582766,0,2.2841,0.2049227894117541,0.0758,12827.81,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,150,17,1,0,14432.88,2.8767196307118414,1,1.2541,9.77726254810985,0.0937,16615.27,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
2,151,18,1,0,8958.1,1.4062773726475808,1,0.848,31.504296691912227,0.0503,12720.99,1,0,0,1,0,999999.0,0,0,0,0,1,0,0,1,0,0
2,152,13,1,0,968.25,-0.7396742593074452,0,1.8362,50.212323218768084,0.0056,1163.24,1,1,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
2,153,13,1,0,4696.62,0.2617089564015055,0,2.9968,1.4859811626801611,0.0156,7017.98,1,0,0,0,0,999999.0,0,0,0,0,0,1,0,0,0,1
2,154,5,1,1,8127.17,1.1831022705442384,0,2.6853,1.593044026389909,0.0457,11266.36,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,1,0
2,155,19,1,0,6826.34,0.8337192081092669,1,3.4349,43.188789645344386,0.0433,7374.77,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,156,1,1,0,5497.07,0.4766975962130664,0,2.7509,31.896659819786358,0.0389,6682.0,1,1,0,0,0,999999.0,0,0,0,0,0,1,0,0,1,0
2,157,0,1,0,5625.46,0.5111811885241494,0,7.846,68.38713928019465,0.0328,8410.37,1,0,0,0,0,999999.0,0,0,0,0,0,0,1,0,0,1
2,158,15,1,0,5173.96,0.38991518705632533,0,0.6814,7.649062575547994,0.0386,6849.07,1,1,0,0,0,999999.0,0,0,0,0,0,0,1,0,0,1
2,159,15,1,0,12306.22,2.3055312482499084,0,0.5805,0.9169194775816613,0.0312,16828.3,1,0,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,160,18,1,0,14180.24,2.808864386834032,0,2.6315,1.891052436236598,0.0803,19710.45,1,1,0,0,0,999999.0,0,0,0,0,1,0,0,0,0,1
2,161,4,1,0,2423.52,-0.3488109725830148,1,1.0616,1.9424749023161563,0.0069,2484.53,1,1,0,0,0,999999.0,0,0,0,0,0,0,1,0,0,1
2,162,3,1,0,3831.61,0.029380487011289574,0,2.1494,1.174807527067911,0.0122,4936.02,1,0,0,0,0,999999.0,0,1,0,0,1,0,0,0,1,0
